plate_number,mark,manufactured
Улсын дугаар: 6145 УНА,Загвар: TOYOTA 4Runner,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 4824 УНО,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 0445 УНО,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 7810 УНО,Загвар: VOLVO FH12,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 7087 УНО,Загвар: BEIBEN ND5310,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 6740 УНГ,Загвар: TOYOTA Rush,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 9504 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 4985 УНГ,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 4372 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 4890 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 5705 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 1098 УНГ,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 7952 УНН,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 2817 УНА,Загвар: HINO PROFIA,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 5579 УНО,Загвар: LEXUS RX,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 9562 УНА,Загвар: TOYOTA Vanguard,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 4444 УНА,Загвар: LEXUS LX470,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 9013 УНН,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 8336 УНГ,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 2528 УНН,Загвар: SINOTRUK ZZ3257,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 3332 УНГ,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 0790 УНН,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 1684 УНА,Загвар: HYUNDAI Starex,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 5660 УНА,Загвар: ZIL 130,Үйлдвэрлэсэн он: 1985
Улсын дугаар: 6401 УНА,Загвар: TOYOTA Corsa,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 6371 УНА,Загвар: TOYOTA Verossa,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 0369 УНО,Загвар: TOYOTA Allion,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 6092 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 6351 УНН,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 6839 УНН,Загвар: BEIBEN ND3310,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 2223 УНО,Загвар: TOYOTA AQUA,Үйлдвэрлэсэн он: 2012
Улсын дугаар: 4585 УНН,Загвар: TOYOTA Chaser,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 6074 УНН,Загвар: NORTHBENZ ND4257,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 5515 УНА,Загвар: TOYOTA Allion,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 4132 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 0661 УНГ,Загвар: SUBARU IMPREZA,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 4601 УНО,Загвар: SHAANXI SX4257,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 7140 УНГ,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 3242 УНГ,Загвар: HYUNDAI SONATA-YF,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 2740 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 1761 УНО,Загвар: DAEWOO BS116,Үйлдвэрлэсэн он: 1996
Улсын дугаар: 9182 УНА,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 0404 УНГ,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 9792 УНН,Загвар: TOYOTA Corolla Fielder,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 2796 УНО,Загвар: FOTON BJ4253,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 5583 УНА,Загвар: SUBARU IMPREZA,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 7633 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 6820 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0585 УНГ,Загвар: MERCEDES BENZ S350,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 0014 УНГ,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2016
Улсын дугаар: 8507 УНН,Загвар: HONDA FIT,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 9789 УНГ,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 7292 УНО,Загвар: TOYOTA Ist,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 6749 УНА,Загвар: SSANGYONG Istana,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 7607 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 9843 УНН,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 4054 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 5314 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 7921 УНН,Загвар: ISUZU Wizard,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 0082 УНГ,Загвар: HUMMER H2,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 9001 УНН,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 7508 УНГ,Загвар: TOYOTA Progres,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 6923 УНН,Загвар: UAZ 220692,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 5983 УНГ,Загвар: MITSUBISHI COLT,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 1922 УНО,Загвар: TOYOTA Gaia,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 9715 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 8738 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 6093 УНО,Загвар: HONDA FIT,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 2403 УНГ,Загвар: HONDA HR-V,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 5408 УНА,Загвар: TOYOTA Corolla Fielder,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 7029 УНН,Загвар: KIA Bongo3,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 4801 УНН,Загвар: KIA Bongo3,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 0222 УНГ,Загвар: TOYOTA Land Cruiser 200,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 3511 УНГ,Загвар: BEIBEN ND4251,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 5922 УНО,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 3262 УНО,Загвар: TOYOTA PROBOX,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 8390 УНН,Загвар: HYUNDAI Sonata NF,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 3156 УНА,Загвар: NISSAN PICKUP,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 5720 УНГ,Загвар: NISSAN Tiida,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 6427 УНГ,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 1503 УНН,Загвар: LEXUS RX,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 9156 УНН,Загвар: KIA Bongo3,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 8015 УНН,Загвар: TOYOTA Camry,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 6813 УНА,Загвар: KIA Optima,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 5149 УНА,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1995
Улсын дугаар: 9850 УНН,Загвар: NISSAN UD,Үйлдвэрлэсэн он: 1993
Улсын дугаар: 9397 УНО,Загвар: TOYOTA Harrier,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 4943 УНО,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 1483 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 8425 УНО,Загвар: TOYOTA Progres,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 1637 УНА,Загвар: VOLKSWAGEN TRANSPORTER,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 0118 УНА,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 6713 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 9159 УНО,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 1858 УНГ,Загвар: VOLKSWAGEN Touareg,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 2021 УНН,Загвар: HONDA HR-V,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 7305 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 7540 УНА,Загвар: HONDA Acty,Үйлдвэрлэсэн он: 1993
Улсын дугаар: 5396 УНН,Загвар: HINO RANGER,Үйлдвэрлэсэн он: 1993
Улсын дугаар: 3694 УНН,Загвар: LEXUS LX470,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 4085 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 1474 УНА,Загвар: HYUNDAI Elantra,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 1646 УНГ,Загвар: TOYOTA ESTIMA,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 5029 УНГ,Загвар: TOYOTA Carina,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 0793 УНН,Загвар: DAIHATSU YRV,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 3365 УНО,Загвар: NISSAN Bluebird,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 7444 УНГ,Загвар: BMW X5,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 8288 УНА,Загвар: TOYOTA Corolla,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 2688 УНО,Загвар: TOYOTA Chaser,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 0397 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 0324 УНН,Загвар: HOWO ZZ1257,Үйлдвэрлэсэн он: 2014
Улсын дугаар: 2229 УНГ,Загвар: MERCEDES BENZ C200,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 5543 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 9454 УНО,Загвар: SUBARU IMPREZA,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 5226 УНН,Загвар: HYUNDAI Sonata NF,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 9744 УНГ,Загвар: HYUNDAI 5TON,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 3497 УНН,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1992
Улсын дугаар: 5721 УНА,Загвар: ZIL 130,Үйлдвэрлэсэн он: 1989
Улсын дугаар: 8010 УНГ,Загвар: TOYOTA Land Cruiser 120 Prado,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 0800 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 8968 УНА,Загвар: LEXUS LX570,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 8259 УНА,Загвар: SINOTRUK ZZ3257,Үйлдвэрлэсэн он: 2013
Улсын дугаар: 7939 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 4214 УНН,Загвар: HYUNDAI FV415ML,Үйлдвэрлэсэн он: 1991
Улсын дугаар: 6649 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 1193 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 9319 УНН,Загвар: SUBARU Forester,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 8065 УНН,Загвар: NISSAN Sunny,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 3535 УНН,Загвар: TOYOTA Corolla Axio,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 4827 УНН,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2007
Улсын дугаар: 2555 УНГ,Загвар: TOYOTA Land Cruiser 100,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 4157 УНА,Загвар: ZOOMLION ZLJ5419,Үйлдвэрлэсэн он: 2013
Улсын дугаар: 8312 УНН,Загвар: KIA FRONTIER,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 4869 УНН,Загвар: SINOTRUK ZZ3257,Үйлдвэрлэсэн он: 2013
Улсын дугаар: 1838 УНН,Загвар: HYUNDAI Accent,Үйлдвэрлэсэн он: 1997
Улсын дугаар: 9510 УНН,Загвар: NISSAN NOTE,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 3997 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 1898 УНА,Загвар: TOYOTA Cresta,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 8376 УНН,Загвар: NISSAN Atlas,Үйлдвэрлэсэн он: 1994
Улсын дугаар: 2438 УНГ,Загвар: HYUNDAI Accent Verna,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 6676 УНА,Загвар: TOYOTA Land Cruiser 70,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 2112 УНН,Загвар: MITSUBISHI PAJERO,Үйлдвэрлэсэн он: 1998
Улсын дугаар: 5124 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 7293 УНГ,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 4732 УНО,Загвар: HYUNDAI Sonata6,Үйлдвэрлэсэн он: 2011
Улсын дугаар: 8538 УНН,Загвар: DONGFENG EQ1162,Үйлдвэрлэсэн он: 2012
Улсын дугаар: 4506 УНО,Загвар: HYUNDAI PORTER2,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 9118 УНА,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 4702 УНО,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 0643 УНО,Загвар: HYUNDAI Porter,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 5744 УНН,Загвар: HYUNDAI Avante XD,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 9322 УНН,Загвар: TOYOTA Caldina,Үйлдвэрлэсэн он: 2004
Улсын дугаар: 1050 УНН,Загвар: TOYOTA Allion,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 1791 УНО,Загвар: TOYOTA Raum,Үйлдвэрлэсэн он: 1999
Улсын дугаар: 8590 УНН,Загвар: DONGFENG XZJ5162,Үйлдвэрлэсэн он: 2012
Улсын дугаар: 3808 УНН,Загвар: NISSAN Tino,Үйлдвэрлэсэн он: 2001
Улсын дугаар: 5610 УНО,Загвар: TOYOTA Chaser,Үйлдвэрлэсэн он: 1994
Улсын дугаар: 2134 УНГ,Загвар: SHAANXI SX4254,Үйлдвэрлэсэн он: 2009
Улсын дугаар: 7908 УНГ,Загвар: NISSAN Tiida,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 2704 УНГ,Загвар: TOYOTA Mark X,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 3381 УНН,Загвар: NORTHBENZ ND5251,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 8541 УНО,Загвар: BEIBEN ND1255,Үйлдвэрлэсэн он: 2008
Улсын дугаар: 4215 УНО,Загвар: NISSAN QASHQAI,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 7868 УНГ,Загвар: TOYOTA Land Cruiser 150 Prado,Үйлдвэрлэсэн он: 2010
Улсын дугаар: 4320 УНО,Загвар: NISSAN TEANA,Үйлдвэрлэсэн он: 2006
Улсын дугаар: 2599 УНН,Загвар: TOYOTA Mark II,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 6678 УНА,Загвар: NISSAN CARAVAN,Үйлдвэрлэсэн он: 2003
Улсын дугаар: 3507 УНГ,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2002
Улсын дугаар: 4566 УНО,Загвар: HYUNDAI Grace,Үйлдвэрлэсэн он: 2000
Улсын дугаар: 2019 УНА,Загвар: TOYOTA Crown,Үйлдвэрлэсэн он: 2005
Улсын дугаар: 2322 УНН,Загвар: TOYOTA Land Cruiser 80,Үйлдвэрлэсэн он: 1994
Улсын дугаар: 6895 УНО,Загвар: TOYOTA Prius,Үйлдвэрлэсэн он: 2012
